credits1,credits2,credits_earned1,credits_earned2,session1,winter_ac_standing,GPA_year1,GPA_year2,CGPA_year1,CGPA_year2,totcredits_year1,totcredits_year2,goodstanding_year1,goodstanding_year2,winter_ac_stand_year1,winter_ac_stand_year2,fallreg_year1,fallreg_year2,act_fallreg_year1,act_fallreg_year2,summerreg_year1,summerreg_year2,sex,mtongue,identifier,age_at_entry,bpl_north_america,bpl_asia,canadian,bpl_other,firstyear,yearstodegree,gradin4,gradin5,gradin6,gradin4orcont,cumcredits1,cumcredits2,prog_science,prog_socsci_bus,prog_socscihum,prog_unknown,english,noenglish,french,other_lang,female,male,gpacutoff,dist_from_cut,year2_dist_from_cut,CGPA_final,nextGPA,nextCGPA,probation_year1,probation_year2,probation_summer1,probation_summer2,probation_ever,suspended_year1,suspended_summer1,suspended_year2,suspended_summer2,suspended_ever,loc_campus1,loc_campus2,loc_campus3,all,left_school,gpalscutoff,gpaXgpalscutoff,gpaXgpagrcutoff,gpasqXgpagrcutoff,dist_from_cut_med10,dist_from_cut_med05,dist_from_cut_med025,hsgrade_pct,veryhighHS,highHS,lowHS,maleXhighHS,femaleXhighHS,maleXlowabil,femaleXlowabil,clustervar,summer,gender,birthplace,study_campus,first_language,on_probation_after_1st_year,ever_on_probation,left_university_after_1st_evaluation,ever_suspended,graduated_by_year4,graduated_by_year5,graduated_by_year6,all_students,status
3.5,2.75,2.5,2.75,20009,PROB,1.309999942779541,2.630000114440918,1.309999942779541,1.8899999856948853,5,4,0,1,PROB,OKAY,1,1,REG,REG,0,1,F,English,79217,18,1,0,1,0,2000,4,1,1,NA,1,2.5,5.25,0,0,1,0,1,0,0,0,1,0,1.5,-0.1899999976158142,1.1299999952316284,1.9900000095367432,1.130000114440918,0.38999998569488525,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.19000005722045898,0,0,-0.15000000596046448,-0.17499999701976776,-0.1875,79,1,1,0,0,1,0,0,-0.1899999976158142,0,Female,North America,Campus 1,English,Yes,Yes,No,No,Yes,Yes,NA,All Students,On Academic Probation
2.5,3,2,2.5,20039,OKAY,1.5399999618530273,1.9299999475479126,1.5399999618530273,1.899999976158142,4.5,4.5,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,Other,79232,19,1,0,1,0,2003,NA,NA,NA,NA,NA,2,4.5,1,0,0,0,0,1,0,1,1,0,1.5,0.03999999910593033,0.4300000071525574,NA,1.7999999523162842,0.36000001430511475,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.039999961853027344,0.0015999969327822328,0.05000000074505806,0.02500000037252903,0.05249999836087227,81,1,1,0,0,1,0,0,0.03999999910593033,1,Female,North America,Campus 1,Other,No,No,No,No,NA,NA,NA,All Students,In Good Standing
3,0,2.5,0,20019,PROB,1.340000033378601,NA,1.340000033378601,NA,4,0,0,0,PROB,,1,0,REG,FINCA,1,0,M,English,79235,19,1,0,1,0,2001,NA,0,NA,NA,0,2.5,2.5,1,0,0,0,1,0,0,0,0,1,1.5,-0.1599999964237213,NA,NA,-0.5,-0.20000004768371582,1,NA,0,NA,1,0,1,NA,NA,1,1,0,0,1,0,1,-0.15999996662139893,0,0,-0.15000000596046448,-0.17499999701976776,-0.14749999344348907,42,0,0,1,0,0,1,0,-0.1599999964237213,1,Male,North America,Campus 1,English,Yes,Yes,No,Yes,No,NA,NA,All Students,On Academic Probation
2.5,2,2,2,20039,PROB,1.4199999570846558,2.5,1.4199999570846558,2.049999952316284,5,4,0,1,PROB,OKAY,1,1,REG,REG,1,0,F,English,79267,18,1,0,1,0,2003,NA,NA,NA,NA,NA,2,4,0,0,1,0,1,0,0,0,1,0,1.5,-0.07999999821186066,1,NA,1.2000000476837158,0.28999996185302734,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.08000004291534424,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,65,0,1,0,0,1,0,0,-0.07999999821186066,1,Female,North America,Campus 1,English,Yes,Yes,No,No,NA,NA,NA,All Students,On Academic Probation
3.5,3.5,3,3.5,20039,OKAY,1.7699999809265137,2.6700000762939453,1.7699999809265137,2.1600000858306885,4.5,3.5,1,1,OKAY,OKAY,1,1,REG,REG,0,1,F,English,79273,18,1,0,1,0,2003,NA,NA,NA,NA,NA,3,6.5,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,0.17000000178813934,1.0700000524520874,NA,1.0700000524520874,0.5600000619888306,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.16999995708465576,0.028899986296892166,0.15000000596046448,0.17499999701976776,0.17249999940395355,44,0,0,1,0,0,0,1,0.17000000178813934,0,Female,North America,Campus 3,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2.5,2,2.5,2,19979,OKAY,1.6799999475479126,1.5800000429153442,1.6799999475479126,1.6299999952316284,5,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,79383,19,1,0,1,0,1997,4,1,1,1,1,2.5,4.5,0,NA,0,1,1,0,0,0,0,1,1.5,0.18000000715255737,0.07999999821186066,2.1600000858306885,0.08000004291534424,0.12999999523162842,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1799999475479126,0.032399982213974,0.15000000596046448,0.17499999701976776,0.19249999523162842,67,0,1,0,1,0,0,0,0.18000000715255737,0,Male,North America,Campus 1,English,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
2.5,0,2.5,0,19999,PROB,1.399999976158142,NA,1.399999976158142,NA,5,0,0,0,PROB,,1,0,REG,CANC,0,0,M,English,79479,19,1,0,1,0,1999,NA,0,0,0,1,2.5,2.5,1,0,0,0,1,0,0,0,0,1,1.5,-0.10000000149011612,NA,NA,NA,NA,1,NA,0,NA,1,0,0,NA,NA,0,1,0,0,1,0,1,-0.10000002384185791,0,0,-0.05000000074505806,-0.07500000298023224,-0.08749999850988388,33,0,0,1,0,0,1,0,-0.10000000149011612,0,Male,North America,Campus 1,English,Yes,Yes,No,No,No,No,No,All Students,On Academic Probation
2.5,3,2.5,3,19979,OKAY,1.6799999475479126,1.399999976158142,1.6799999475479126,1.5399999618530273,4,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,79480,19,1,0,1,0,1997,NA,0,0,0,0,2.5,5.5,0,NA,0,1,1,0,0,0,0,1,1.5,0.18000000715255737,-0.10000000149011612,NA,-0.10000002384185791,0.039999961853027344,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0.1799999475479126,0.032399982213974,0.15000000596046448,0.17499999701976776,0.19249999523162842,9,0,0,1,0,0,1,0,0.18000000715255737,0,Male,North America,Campus 2,English,No,Yes,No,Yes,No,No,No,All Students,In Good Standing
3,2.5,3,2.5,19979,OKAY,1.659999966621399,2.799999952316284,1.659999966621399,2.1500000953674316,4,4,1,1,OKAY,OKAY,1,1,REG,REG,0,1,M,English,79508,19,1,0,1,0,1997,5,0,1,1,0,3,5.5,0,NA,0,1,1,0,0,0,0,1,1.5,0.1599999964237213,1.2999999523162842,2.75,1.2999999523162842,0.6500000953674316,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.15999996662139893,0.025599990040063858,0.15000000596046448,0.17499999701976776,0.17249999940395355,44,0,0,1,0,0,1,0,0.1599999964237213,0,Male,North America,Campus 1,English,No,No,No,No,No,Yes,Yes,All Students,In Good Standing
3,2.5,3,2.5,19979,OKAY,1.7899999618530273,1.850000023841858,1.7899999618530273,1.8200000524520874,4,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,79515,19,1,0,1,0,1997,NA,0,0,0,1,3,5.5,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,0.1899999976158142,0.25,NA,0.25,0.2200000286102295,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.18999993801116943,0.03609997779130936,0.15000000596046448,0.17499999701976776,0.19249999523162842,18,0,0,1,0,0,1,0,0.1899999976158142,0,Male,North America,Campus 3,English,No,No,No,No,No,No,No,All Students,In Good Standing
2,1.5,2,1,19989,OKAY,1.600000023841858,1.5299999713897705,1.600000023841858,1.5700000524520874,4,3,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,79547,19,1,0,1,0,1998,7.5,0,0,0,1,2,3,0,NA,0,1,1,0,0,0,1,0,1.5,0.10000000149011612,0.029999999329447746,NA,0.029999971389770508,0.0700000524520874,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.10000002384185791,0.010000004433095455,0.15000000596046448,0.125,0.11249999701976776,69,0,1,0,0,1,0,0,0.10000000149011612,0,Female,North America,Campus 1,English,No,No,No,No,No,No,No,All Students,In Good Standing
2.5,2,2,1,20039,OKAY,1.5399999618530273,0.3499999940395355,1.5399999618530273,0.9800000190734863,4.5,4,1,0,OKAY,PROB,1,1,REG,REG,0,0,F,English,79613,19,1,0,1,0,2003,NA,NA,NA,NA,NA,2,3,0,0,1,0,1,0,0,0,1,0,1.5,0.03999999910593033,-1.149999976158142,NA,-1.149999976158142,-0.5199999809265137,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.039999961853027344,0.0015999969327822328,0.05000000074505806,0.02500000037252903,0.05249999836087227,60,0,1,0,0,1,0,0,0.03999999910593033,0,Female,North America,Campus 1,English,No,Yes,No,No,NA,NA,NA,All Students,In Good Standing
2.5,2,2.5,0.5,20039,OKAY,1.6799999475479126,0.5799999833106995,1.6799999475479126,1.190000057220459,5,4,1,0,OKAY,PROB,1,1,REG,REG,0,0,F,English,79627,18,1,0,1,0,2003,NA,NA,NA,NA,NA,2.5,3,0,0,1,0,1,0,0,0,1,0,1.5,0.18000000715255737,-0.9200000166893005,NA,-0.9200000166893005,-0.309999942779541,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.1799999475479126,0.032399982213974,0.15000000596046448,0.17499999701976776,0.19249999523162842,68,0,1,0,0,1,0,0,0.18000000715255737,0,Female,North America,Campus 1,English,No,Yes,No,No,NA,NA,NA,All Students,In Good Standing
4.5,5,4.5,5,20039,OKAY,1.6299999952316284,1.909999966621399,1.6299999952316284,1.7799999713897705,4.5,5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,79673,18,1,0,1,0,2003,NA,NA,NA,NA,NA,4.5,9.5,1,0,0,0,1,0,0,0,0,1,1.600000023841858,0.029999999329447746,0.3100000023841858,NA,0.309999942779541,0.1799999475479126,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.029999971389770508,8.999982965178788e-4,0.05000000074505806,0.02500000037252903,0.032499998807907104,33,0,0,1,0,0,1,0,0.029999999329447746,0,Male,North America,Campus 3,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2,2,1.5,1.5,19969,OKAY,1.75,1.399999976158142,1.75,1.6200000047683716,4,3.5,1,1,OKAY,OKAY,1,1,REG,REG,0,1,F,English,79687,18,1,0,1,0,1996,7.5,0,0,0,1,1.5,3,1,0,0,0,1,0,0,0,1,0,1.600000023841858,0.15000000596046448,-0.20000000298023224,NA,-0.20000004768371582,0.019999980926513672,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.1499999761581421,0.022499993443489075,0.15000000596046448,0.17499999701976776,0.1525000035762787,19,0,0,1,0,0,0,1,0.15000000596046448,0,Female,North America,Campus 3,English,No,Yes,No,Yes,No,No,No,All Students,In Good Standing
3.5,0.5,3,0,20019,OKAY,1.5800000429153442,0,1.5800000429153442,1.440000057220459,5,0.5,1,0,OKAY,PROB,1,1,REG,REG,0,0,M,English,79716,19,1,0,1,0,2001,NA,0,NA,NA,0,3,3,0,0,1,0,1,0,0,0,0,1,1.5,0.07999999821186066,-1.5,NA,-1.5,-0.059999942779541016,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.08000004291534424,0.006400006823241711,0.05000000074505806,0.07500000298023224,0.0925000011920929,58,0,1,0,1,0,0,0,0.07999999821186066,0,Male,North America,Campus 1,English,No,Yes,No,Yes,No,NA,NA,All Students,In Good Standing
2.5,3,2,3,19999,PROB,1.4900000095367432,1.899999976158142,1.4900000095367432,1.7100000381469727,4.5,5,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,Other,79782,19,0,1,0,0,1999,6,0,0,1,1,2,5,1,0,0,0,0,1,0,1,1,0,1.600000023841858,-0.10999999940395355,0.30000001192092896,NA,0.2999999523162842,0.11000001430511475,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,-0.11000001430511475,0,0,-0.15000000596046448,-0.125,-0.10750000178813934,53,0,1,0,0,1,0,0,-0.10999999940395355,0,Female,Asia,Campus 3,Other,Yes,Yes,No,No,No,No,Yes,All Students,On Academic Probation
2.5,3,2.5,3,20009,PROB,1.4299999475479126,1.440000057220459,1.4299999475479126,1.4299999475479126,4,4,0,0,PROB,SUS1,1,1,REG,REG,0,0,F,Other,79910,20,0,0,0,1,2000,NA,0,0,NA,0,2.5,5.5,0,NA,0,1,0,1,0,1,1,0,1.600000023841858,-0.17000000178813934,-0.1599999964237213,NA,-0.15999996662139893,-0.1700000762939453,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,-0.1700000762939453,0,0,-0.15000000596046448,-0.17499999701976776,-0.16750000417232513,2,0,0,1,0,0,0,1,-0.17000000178813934,0,Female,Other,Campus 3,Other,Yes,Yes,No,Yes,No,No,NA,All Students,On Academic Probation
3.5,4.5,3.5,4.5,19979,OKAY,1.7100000381469727,2.109999895095825,1.7100000381469727,1.899999976158142,5,4.5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,79951,18,1,0,1,0,1997,4,1,1,1,1,3.5,8,1,0,0,0,1,0,0,0,0,1,1.600000023841858,0.10999999940395355,0.5099999904632568,1.75,0.5099998712539673,0.2999999523162842,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.11000001430511475,0.012100002728402615,0.15000000596046448,0.125,0.11249999701976776,50,0,0,1,0,0,1,0,0.10999999940395355,0,Male,North America,Campus 3,English,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
3,3,2.5,3,19999,OKAY,1.6699999570846558,2.3299999237060547,1.6699999570846558,1.9800000190734863,5,5.5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,80001,19,1,0,1,0,1999,5,0,1,1,1,2.5,5.5,0,1,1,0,1,0,0,0,0,1,1.5,0.17000000178813934,0.8299999833106995,2.359999895095825,0.8299999237060547,0.48000001907348633,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.16999995708465576,0.028899986296892166,0.15000000596046448,0.17499999701976776,0.17249999940395355,5,0,0,1,0,0,1,0,0.17000000178813934,0,Male,North America,Campus 2,English,No,No,No,No,No,Yes,Yes,All Students,In Good Standing
5,4,5,4,20039,OKAY,1.7699999809265137,2.1600000858306885,1.7699999809265137,1.9199999570846558,5,4,1,1,OKAY,OKAY,1,1,REG,REG,1,0,M,Other,80003,20,0,0,0,1,2003,NA,NA,NA,NA,NA,5,9,1,0,0,0,0,1,0,1,0,1,1.600000023841858,0.17000000178813934,0.5600000023841858,NA,0.16999995708465576,0.16999995708465576,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.16999995708465576,0.028899986296892166,0.15000000596046448,0.17499999701976776,0.17249999940395355,10,0,0,1,0,0,1,0,0.17000000178813934,1,Male,Other,Campus 3,Other,No,No,No,No,NA,NA,NA,All Students,In Good Standing
3,0,2,0,19989,PROB,1.5800000429153442,NA,1.5800000429153442,NA,4,0,0,0,PROB,,1,0,REG,FINCA,0,0,M,English,80013,18,1,0,1,0,1998,NA,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,1,1.600000023841858,-0.019999999552965164,NA,NA,NA,NA,1,NA,0,NA,1,0,0,NA,NA,0,0,0,1,1,1,1,-0.019999980926513672,0,0,-0.05000000074505806,-0.02500000037252903,-0.007499999832361937,27,0,0,1,0,0,1,0,-0.019999999552965164,0,Male,North America,Campus 3,English,Yes,Yes,Yes,No,No,No,No,All Students,On Academic Probation
2.25,2,1.75,2,19999,OKAY,1.7599999904632568,1.8300000429153442,1.7599999904632568,1.7899999618530273,3.5,4,1,1,OKAY,OKAY,1,1,REG,REG,0,1,M,English,80026,18,1,0,1,0,1999,6,0,0,1,1,1.75,3.75,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,0.1599999964237213,0.23000000417232513,NA,0.23000001907348633,0.18999993801116943,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.15999996662139893,0.025599990040063858,0.15000000596046448,0.17499999701976776,0.17249999940395355,1,0,0,1,0,0,1,0,0.1599999964237213,0,Male,North America,Campus 3,English,No,No,No,No,No,No,Yes,All Students,In Good Standing
5,0,5,0,20039,PROB,1.559999942779541,NA,1.559999942779541,NA,5,0,0,0,PROB,,1,0,REG,FINCA,0,0,M,English,80085,17,1,0,1,0,2003,NA,NA,NA,NA,NA,5,5,1,0,0,0,1,0,0,0,0,1,1.600000023841858,-0.03999999910593033,NA,NA,NA,NA,1,NA,0,NA,1,0,0,NA,NA,0,0,0,1,1,1,1,-0.040000081062316895,0,0,-0.05000000074505806,-0.02500000037252903,-0.027499999850988388,35,0,0,1,0,0,1,0,-0.03999999910593033,0,Male,North America,Campus 3,English,Yes,Yes,Yes,No,NA,NA,NA,All Students,On Academic Probation
2.5,3.5,2.5,3.5,19989,OKAY,1.5399999618530273,NA,1.5399999618530273,NA,5,0,1,0,OKAY,,1,0,REG,CANC,0,0,F,English,80139,19,1,0,1,0,1998,4,1,1,1,1,2.5,6,0,NA,0,1,1,0,0,0,1,0,1.5,0.03999999910593033,NA,1.7200000286102295,NA,NA,0,NA,0,NA,0,0,0,NA,NA,0,1,0,0,1,0,0,0,0.039999961853027344,0.0015999969327822328,0.05000000074505806,0.02500000037252903,0.05249999836087227,7,0,0,1,0,0,0,1,0.03999999910593033,0,Female,North America,Campus 1,English,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
3,2.5,3,0,20039,OKAY,1.5199999809265137,0,1.5199999809265137,0.8899999856948853,5,3.5,1,0,OKAY,PROB,1,1,REG,REG,0,0,M,English,80209,19,1,0,1,0,2003,NA,NA,NA,NA,NA,3,3,1,0,0,0,1,0,0,0,0,1,1.5,0.019999999552965164,-1.5,NA,-1.5,-0.6100000143051147,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.019999980926513672,3.999992331955582e-4,0.05000000074505806,0.02500000037252903,0.032499998807907104,70,0,1,0,1,0,0,0,0.019999999552965164,0,Male,North America,Campus 1,English,No,Yes,No,No,NA,NA,NA,All Students,In Good Standing
2,2.5,1.5,2,19989,PROB,1.4299999475479126,1.3200000524520874,1.4299999475479126,1.4600000381469727,3,3,0,0,PROB,SUS1,1,1,REG,REG,1,0,F,Other,80212,18,0,1,0,0,1998,5,0,1,1,1,1.5,3.5,0,NA,0,1,0,1,0,1,1,0,1.600000023841858,-0.17000000178813934,-0.2800000011920929,1.7799999713897705,0.3999999761581421,-0.019999980926513672,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,-0.1700000762939453,0,0,-0.15000000596046448,-0.17499999701976776,-0.16750000417232513,42,0,0,1,0,0,0,1,-0.17000000178813934,1,Female,Asia,Campus 3,Other,Yes,Yes,No,Yes,No,Yes,Yes,All Students,On Academic Probation
3,3.5,3,3,19999,PROB,1.409999966621399,1.340000033378601,1.409999966621399,1.3799999952316284,5,4.5,0,0,PROB,SUS1,1,1,REG,REG,0,0,F,English,80259,18,1,0,1,0,1999,5,0,1,1,1,3,6,1,0,0,0,1,0,0,0,1,0,1.600000023841858,-0.1899999976158142,-0.25999999046325684,1.7400000095367432,-0.25999999046325684,-0.2200000286102295,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,-0.19000005722045898,0,0,-0.15000000596046448,-0.17499999701976776,-0.1875,17,0,0,1,0,0,0,1,-0.1899999976158142,0,Female,North America,Campus 3,English,Yes,Yes,No,Yes,No,Yes,Yes,All Students,On Academic Probation
3,2.5,2.5,2.5,20039,OKAY,1.5499999523162842,2.0799999237060547,1.5499999523162842,1.8600000143051147,5,5,1,1,OKAY,OKAY,1,1,REG,REG,1,0,F,English,80264,17,1,0,1,0,2003,NA,NA,NA,NA,NA,2.5,5,0,0,1,0,1,0,0,0,1,0,1.5,0.05000000074505806,0.5799999833106995,NA,0.7999999523162842,0.1799999475479126,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.04999995231628418,0.0024999952875077724,0.05000000074505806,0.07500000298023224,0.05249999836087227,27,0,0,1,0,0,0,1,0.05000000074505806,1,Female,North America,Campus 1,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
3.5,5,3.5,5,20039,OKAY,1.6100000143051147,1.9800000190734863,1.6100000143051147,1.809999942779541,4.5,5,1,1,OKAY,OKAY,1,1,REG,REG,0,1,F,English,80309,19,1,0,1,0,2003,NA,NA,NA,NA,NA,3.5,8.5,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,0.009999999776482582,0.3799999952316284,NA,0.3799999952316284,0.2099999189376831,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.009999990463256836,9.999980829888955e-5,0.05000000074505806,0.02500000037252903,0.012500000186264515,30,0,0,1,0,0,0,1,0.009999999776482582,0,Female,North America,Campus 3,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
3,3.5,2.5,3,20029,OKAY,1.6200000047683716,1.5700000524520874,1.6200000047683716,1.5099999904632568,5,4.5,1,1,OKAY,OKAY,1,1,REG,REG,1,0,F,Other,80370,18,1,0,1,0,2002,NA,NA,NA,NA,NA,2.5,5.5,1,0,0,0,0,1,0,1,1,0,1.5,0.11999999731779099,0.07000000029802322,NA,-0.800000011920929,-0.029999971389770508,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.12000000476837158,0.014400000683963299,0.15000000596046448,0.125,0.13249999284744263,1,0,0,1,0,0,0,1,0.11999999731779099,1,Female,North America,Campus 1,Other,No,Yes,No,No,NA,NA,NA,All Students,In Good Standing
3.5,1.5,2.5,1.5,20009,PROB,1.340000033378601,2.869999885559082,1.340000033378601,1.909999966621399,5,3,0,1,PROB,OKAY,1,1,REG,REG,0,1,F,Other,80384,19,1,0,1,0,2000,4.5,0,1,NA,0,2.5,4,0,1,1,0,0,1,0,1,1,0,1.5,-0.1599999964237213,1.3700000047683716,2.190000057220459,1.369999885559082,0.4099999666213989,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.15999996662139893,0,0,-0.15000000596046448,-0.17499999701976776,-0.14749999344348907,6,0,0,1,0,0,0,1,-0.1599999964237213,0,Female,North America,Campus 1,Other,Yes,Yes,No,No,No,Yes,NA,All Students,On Academic Probation
2,1.75,1.5,1.75,19979,OKAY,1.649999976158142,2.390000104904175,1.649999976158142,2.0399999618530273,4,3.5,1,1,OKAY,OKAY,1,1,REG,REG,1,0,F,Other,80403,19,1,0,1,0,1997,NA,0,0,0,0,1.5,3.25,0,NA,0,1,0,1,0,1,1,0,1.600000023841858,0.05000000074505806,0.7900000214576721,NA,1.100000023841858,0.16999995708465576,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.04999995231628418,0.0024999952875077724,0.05000000074505806,0.07500000298023224,0.05249999836087227,22,0,0,1,0,0,0,1,0.05000000074505806,1,Female,North America,Campus 3,Other,No,No,No,No,No,No,No,All Students,In Good Standing
2,2.5,1.5,2.5,20009,PROB,1.350000023841858,2.1700000762939453,1.350000023841858,1.7000000476837158,4,3,0,1,PROB,OKAY,1,1,REG,REG,0,1,F,English,80406,19,1,0,1,0,2000,NA,0,0,NA,1,1.5,4,0,0,1,0,1,0,0,0,1,0,1.5,-0.15000000596046448,0.6700000166893005,NA,0.6700000762939453,0.20000004768371582,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.1499999761581421,0,0,-0.15000000596046448,-0.125,-0.14749999344348907,17,0,0,1,0,0,0,1,-0.15000000596046448,0,Female,North America,Campus 1,English,Yes,Yes,No,No,No,No,NA,All Students,On Academic Probation
3,3,3,2.5,20019,OKAY,1.690000057220459,1.2899999618530273,1.690000057220459,1.5099999904632568,5,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,80427,19,1,0,1,0,2001,4,1,NA,NA,1,3,5.5,1,0,0,0,1,0,0,0,1,0,1.5,0.1899999976158142,-0.20999999344348907,2.1700000762939453,-0.21000003814697266,0.009999990463256836,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.19000005722045898,0.03610002249479294,0.15000000596046448,0.17499999701976776,0.19249999523162842,67,0,1,0,0,1,0,0,0.1899999976158142,0,Female,North America,Campus 1,English,No,No,No,No,Yes,NA,NA,All Students,In Good Standing
2.5,0,2.5,0,19989,OKAY,1.5399999618530273,NA,1.5399999618530273,NA,5,0,1,0,OKAY,,1,0,REG,FINCA,0,0,F,English,80438,19,1,0,1,0,1998,NA,0,0,0,0,2.5,2.5,0,NA,0,1,1,0,0,0,1,0,1.5,0.03999999910593033,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,0,1,0,0,1,1,0,0,0.039999961853027344,0.0015999969327822328,0.05000000074505806,0.02500000037252903,0.05249999836087227,56,0,1,0,0,1,0,0,0.03999999910593033,0,Female,North America,Campus 1,English,No,No,Yes,No,No,No,No,All Students,In Good Standing
2.5,3,2.5,3,20039,PROB,1.4800000190734863,2.509999990463257,1.4800000190734863,1.9600000381469727,4.5,4,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,English,80451,19,1,0,1,0,2003,NA,NA,NA,NA,NA,2.5,5.5,0,0,1,0,1,0,0,0,1,0,1.5,-0.019999999552965164,1.0099999904632568,NA,1.0099999904632568,0.46000003814697266,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,-0.019999980926513672,0,0,-0.05000000074505806,-0.02500000037252903,-0.007499999832361937,6,0,0,1,0,0,0,1,-0.019999999552965164,0,Female,North America,Campus 2,English,Yes,Yes,No,No,NA,NA,NA,All Students,On Academic Probation
2.5,2.5,2,1,20019,OKAY,1.5099999904632568,0.3799999952316284,1.5099999904632568,0.9100000262260437,4,4.5,1,0,OKAY,PROB,1,1,REG,REG,0,0,F,English,80493,17,1,0,1,0,2001,NA,0,NA,NA,1,2,3,0,0,1,0,1,0,0,0,1,0,1.5,0.009999999776482582,-1.1200000047683716,NA,-1.1200000047683716,-0.5899999737739563,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.009999990463256836,9.999980829888955e-5,0.05000000074505806,0.02500000037252903,0.012500000186264515,45,0,0,1,0,0,0,1,0.009999999776482582,0,Female,North America,Campus 1,English,No,Yes,No,Yes,No,NA,NA,All Students,In Good Standing
2.5,2.5,2.5,2.5,20039,PROB,1.3200000524520874,2.0899999141693115,1.3200000524520874,1.659999966621399,5,4,0,1,PROB,OKAY,1,1,REG,REG,0,1,F,English,80523,18,1,0,1,0,2003,NA,NA,NA,NA,NA,2.5,5,0,0,1,0,1,0,0,0,1,0,1.5,-0.18000000715255737,0.5899999737739563,NA,0.5899999141693115,0.15999996662139893,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.1799999475479126,0,0,-0.15000000596046448,-0.17499999701976776,-0.16750000417232513,38,0,0,1,0,0,0,1,-0.18000000715255737,0,Female,North America,Campus 1,English,Yes,Yes,No,No,NA,NA,NA,All Students,On Academic Probation
